electionrecordid,raceorder,votes,reported,race,candidate,party,town,precinct,r_d,r_g,r_r,r_u,pct_d,pct_r,pct_u
1089,22,0,0,State Senate District 7,Brian D. Langley,R,Eastbrook,Eastbrook,73,10,124,112,0.23,0.39,0.35
1090,21,0,0,State Senator District 6,Joyce A. Maker,R,Gouldsboro,Gouldsboro,369,81,515,541,0.25,0.34,0.36
1091,21,0,0,State Senator District 6,Joyce A. Maker,R,Sullivan,Sullivan,208,56,258,349,0.24,0.3,0.4
1092,21,0,0,State Senator District 6,Joyce A. Maker,R,Winter Harbor,Winter Harbor,96,14,171,149,0.22,0.4,0.35
1093,21,0,0,State Senator District 6,Rock A. Alley,D,Gouldsboro,Gouldsboro,369,81,515,541,0.25,0.34,0.36
1094,21,0,0,State Senator District 6,Rock A. Alley,D,Sullivan,Sullivan,208,56,258,349,0.24,0.3,0.4
1095,21,0,0,State Senator District 6,Rock A. Alley,D,Winter Harbor,Winter Harbor,96,14,171,149,0.22,0.4,0.35
1096,61,0,0,Register of Probate,Gale S. Coughlin,R,Amherst,Amherst,52,9,73,66,0.26,0.37,0.33
1097,61,0,0,Register of Probate,Gale S. Coughlin,R,Aurora,Aurora,15,2,38,22,0.19,0.49,0.29
1098,61,0,0,Register of Probate,Gale S. Coughlin,R,Bar Harbor,Bar Harbor,1654,172,859,1420,0.4,0.21,0.35
1099,61,0,0,Register of Probate,Gale S. Coughlin,R,Blue Hill,Blue Hill,902,81,624,676,0.4,0.27,0.3
1100,61,0,0,Register of Probate,Gale S. Coughlin,R,Brooklin,Brooklin,257,45,191,248,0.35,0.26,0.33
1101,61,0,0,Register of Probate,Gale S. Coughlin,R,Brooksville,Brooksville,291,45,220,241,0.37,0.28,0.3
1102,61,0,0,Register of Probate,Gale S. Coughlin,R,Bucksport,Bucksport,1047,71,1103,1531,0.28,0.29,0.41
1103,61,0,0,Register of Probate,Gale S. Coughlin,R,Castine,Castine,307,48,316,375,0.29,0.3,0.36
1104,61,0,0,Register of Probate,Gale S. Coughlin,R,Cranberry Isles,Cranberry Isles,70,5,42,77,0.36,0.22,0.4
1105,61,0,0,Register of Probate,Gale S. Coughlin,R,Dedham,Dedham,324,41,450,506,0.25,0.34,0.38
1106,61,0,0,Register of Probate,Gale S. Coughlin,R,Deer Isle,Deer Isle,574,62,416,644,0.34,0.25,0.38
1107,61,0,0,Register of Probate,Gale S. Coughlin,R,Eastbrook,Eastbrook,73,10,124,112,0.23,0.39,0.35
1108,61,0,0,Register of Probate,Gale S. Coughlin,R,Ellsworth,Ellsworth,1377,196,2075,1840,0.25,0.38,0.34
1110,61,0,0,Register of Probate,Gale S. Coughlin,R,Franklin,Franklin,249,49,375,340,0.25,0.37,0.34
1111,61,0,0,Register of Probate,Gale S. Coughlin,R,Frenchboro,Frenchboro,12,4,9,17,0.29,0.21,0.4
1112,61,0,0,Register of Probate,Gale S. Coughlin,R,Gouldsboro,Gouldsboro,369,81,515,541,0.25,0.34,0.36
1113,61,0,0,Register of Probate,Gale S. Coughlin,R,Great Pond,Great Pond,9,0,16,14,0.23,0.41,0.36
1114,61,0,0,Register of Probate,Gale S. Coughlin,R,Hancock,Hancock,407,62,676,582,0.24,0.39,0.34
1115,61,0,0,Register of Probate,Gale S. Coughlin,R,Lamoine,Lamoine,374,63,535,458,0.26,0.37,0.32
1116,61,0,0,Register of Probate,Gale S. Coughlin,R,Mariaville,Mariaville,76,18,113,148,0.21,0.32,0.42
1117,61,0,0,Register of Probate,Gale S. Coughlin,R,Mount Desert,Mount Desert,637,66,494,615,0.35,0.27,0.34
1118,61,0,0,Register of Probate,Gale S. Coughlin,R,Orland,Orland,446,72,415,648,0.28,0.26,0.41
1119,61,0,0,Register of Probate,Gale S. Coughlin,R,Osborn,Osborn,9,1,33,8,0.18,0.65,0.16
1120,61,0,0,Register of Probate,Gale S. Coughlin,R,Otis,Otis,131,29,218,193,0.23,0.38,0.34
1121,61,0,0,Register of Probate,Gale S. Coughlin,R,Penobscot,Penobscot,286,52,297,367,0.29,0.3,0.37
1122,61,0,0,Register of Probate,Gale S. Coughlin,R,Sedgwick,Sedgwick,342,57,238,336,0.35,0.24,0.35
1123,61,0,0,Register of Probate,Gale S. Coughlin,R,Sorrento,Sorrento,86,8,94,77,0.32,0.35,0.29
1124,61,0,0,Register of Probate,Gale S. Coughlin,R,Southwest Harbor,Southwest Harbor,468,69,383,590,0.31,0.25,0.39
1125,61,0,0,Register of Probate,Gale S. Coughlin,R,Stonington,Stonington,285,37,169,410,0.32,0.19,0.46
1126,61,0,0,Register of Probate,Gale S. Coughlin,R,Sullivan,Sullivan,208,56,258,349,0.24,0.3,0.4
1127,61,0,0,Register of Probate,Gale S. Coughlin,R,Surry,Surry,378,64,433,368,0.3,0.35,0.3
1128,61,0,0,Register of Probate,Gale S. Coughlin,R,Swans Island,Swans Island,64,19,115,118,0.2,0.36,0.37
1129,61,0,0,Register of Probate,Gale S. Coughlin,R,Tremont,Tremont,64,19,115,118,0.2,0.36,0.37
1130,61,0,0,Register of Probate,Gale S. Coughlin,R,Trenton,Trenton,290,55,359,419,0.26,0.32,0.37
1131,61,0,0,Register of Probate,Gale S. Coughlin,R,Verona Island,Verona Island,136,14,141,134,0.32,0.33,0.32
1132,61,0,0,Register of Probate,Gale S. Coughlin,R,Waltham,Waltham,45,7,139,71,0.17,0.53,0.27
1133,61,0,0,Register of Probate,Gale S. Coughlin,R,Winter Harbor,Winter Harbor,96,14,171,149,0.22,0.4,0.35
1134,62,0,0,County Commissioner District 1,Susan E. Walsh,D,Amherst,Amherst,52,9,73,66,0.26,0.37,0.33
1135,62,0,0,County Commissioner District 1,Susan E. Walsh,D,Aurora,Aurora,15,2,38,22,0.19,0.49,0.29
1136,62,0,0,County Commissioner District 1,Susan E. Walsh,D,Blue Hill,Blue Hill,902,81,624,676,0.4,0.27,0.3
1137,62,0,0,County Commissioner District 1,Susan E. Walsh,D,Eastbrook,Eastbrook,73,10,124,112,0.23,0.39,0.35
1138,62,0,0,County Commissioner District 1,Susan E. Walsh,D,Ellsworth,Ellsworth,1377,196,2075,1840,0.25,0.38,0.34
1139,62,0,0,County Commissioner District 1,Susan E. Walsh,D,Gouldsboro,Gouldsboro,369,81,515,541,0.25,0.34,0.36
1140,62,0,0,County Commissioner District 1,Susan E. Walsh,D,Great Pond,Great Pond,9,0,16,14,0.23,0.41,0.36
1141,62,0,0,County Commissioner District 1,Susan E. Walsh,D,Mariaville,Mariaville,76,18,113,148,0.21,0.32,0.42
1142,62,0,0,County Commissioner District 1,Susan E. Walsh,D,Osborn,Osborn,9,1,33,8,0.18,0.65,0.16
1143,62,0,0,County Commissioner District 1,Susan E. Walsh,D,Otis,Otis,131,29,218,193,0.23,0.38,0.34
1144,62,0,0,County Commissioner District 1,Susan E. Walsh,D,Sorrento,Sorrento,86,8,94,77,0.32,0.35,0.29
1145,62,0,0,County Commissioner District 1,Susan E. Walsh,D,Sullivan,Sullivan,208,56,258,349,0.24,0.3,0.4
1146,62,0,0,County Commissioner District 1,Susan E. Walsh,D,Surry,Surry,378,64,433,368,0.3,0.35,0.3
1147,62,0,0,County Commissioner District 1,Susan E. Walsh,D,Waltham,Waltham,45,7,139,71,0.17,0.53,0.27
1148,62,0,0,County Commissioner District 1,Susan E. Walsh,D,Winter Harbor,Winter Harbor,96,14,171,149,0.22,0.4,0.35
1149,62,0,0,County Commissioner District 1,Bill Clark,R,Amherst,Amherst,52,9,73,66,0.26,0.37,0.33
1150,62,0,0,County Commissioner District 1,Bill Clark,R,Aurora,Aurora,15,2,38,22,0.19,0.49,0.29
1151,62,0,0,County Commissioner District 1,Bill Clark,R,Blue Hill,Blue Hill,902,81,624,676,0.4,0.27,0.3
1152,62,0,0,County Commissioner District 1,Bill Clark,R,Eastbrook,Eastbrook,73,10,124,112,0.23,0.39,0.35
1153,62,0,0,County Commissioner District 1,Bill Clark,R,Ellsworth,Ellsworth,1377,196,2075,1840,0.25,0.38,0.34
1154,62,0,0,County Commissioner District 1,Bill Clark,R,Gouldsboro,Gouldsboro,369,81,515,541,0.25,0.34,0.36
1155,62,0,0,County Commissioner District 1,Bill Clark,R,Great Pond,Great Pond,9,0,16,14,0.23,0.41,0.36
1156,62,0,0,County Commissioner District 1,Bill Clark,R,Mariaville,Mariaville,76,18,113,148,0.21,0.32,0.42
1157,62,0,0,County Commissioner District 1,Bill Clark,R,Osborn,Osborn,9,1,33,8,0.18,0.65,0.16
1158,62,0,0,County Commissioner District 1,Bill Clark,R,Otis,Otis,131,29,218,193,0.23,0.38,0.34
1159,62,0,0,County Commissioner District 1,Bill Clark,R,Sorrento,Sorrento,86,8,94,77,0.32,0.35,0.29
1160,62,0,0,County Commissioner District 1,Bill Clark,R,Sullivan,Sullivan,208,56,258,349,0.24,0.3,0.4
1161,62,0,0,County Commissioner District 1,Bill Clark,R,Surry,Surry,378,64,433,368,0.3,0.35,0.3
1162,62,0,0,County Commissioner District 1,Bill Clark,R,Waltham,Waltham,45,7,139,71,0.17,0.53,0.27
1163,62,0,0,County Commissioner District 1,Bill Clark,R,Winter Harbor,Winter Harbor,96,14,171,149,0.22,0.4,0.35
1164,63,0,0,County Commissioner District 3,Antonio Blasi,D,Bar Harbor,Bar Harbor,1654,172,859,1420,0.4,0.21,0.35
1165,63,0,0,County Commissioner District 3,Antonio Blasi,D,Cranberry Isles,Cranberry Isles,70,5,42,77,0.36,0.22,0.4
1166,63,0,0,County Commissioner District 3,Antonio Blasi,D,Franklin,Franklin,249,49,375,340,0.25,0.37,0.34
1167,63,0,0,County Commissioner District 3,Antonio Blasi,D,Frenchboro,Frenchboro,12,4,9,17,0.29,0.21,0.4
1168,63,0,0,County Commissioner District 3,Antonio Blasi,D,Hancock,Hancock,407,62,676,582,0.24,0.39,0.34
1169,63,0,0,County Commissioner District 3,Antonio Blasi,D,Lamoine,Lamoine,374,63,535,458,0.26,0.37,0.32
1170,63,0,0,County Commissioner District 3,Antonio Blasi,D,Mount Desert,Mount Desert,637,66,494,615,0.35,0.27,0.34
1171,63,0,0,County Commissioner District 3,Antonio Blasi,D,Southwest Harbor,Southwest Harbor,468,69,383,590,0.31,0.25,0.39
1172,63,0,0,County Commissioner District 3,Antonio Blasi,D,Swans Island,Swans Island,64,19,115,118,0.2,0.36,0.37
1173,63,0,0,County Commissioner District 3,Antonio Blasi,D,Tremont,Tremont,64,19,115,118,0.2,0.36,0.37
1174,63,0,0,County Commissioner District 3,Antonio Blasi,D,Trenton,Trenton,290,55,359,419,0.26,0.32,0.37
1175,63,0,0,County Commissioner District 3,Frederick R. Ehrlenbach,R,Bar Harbor,Bar Harbor,1654,172,859,1420,0.4,0.21,0.35
1176,63,0,0,County Commissioner District 3,Frederick R. Ehrlenbach,R,Cranberry Isles,Cranberry Isles,70,5,42,77,0.36,0.22,0.4
1177,63,0,0,County Commissioner District 3,Frederick R. Ehrlenbach,R,Franklin,Franklin,249,49,375,340,0.25,0.37,0.34
1178,63,0,0,County Commissioner District 3,Frederick R. Ehrlenbach,R,Frenchboro,Frenchboro,12,4,9,17,0.29,0.21,0.4
1179,63,0,0,County Commissioner District 3,Frederick R. Ehrlenbach,R,Hancock,Hancock,407,62,676,582,0.24,0.39,0.34
1180,63,0,0,County Commissioner District 3,Frederick R. Ehrlenbach,R,Lamoine,Lamoine,374,63,535,458,0.26,0.37,0.32
1181,63,0,0,County Commissioner District 3,Frederick R. Ehrlenbach,R,Mount Desert,Mount Desert,637,66,494,615,0.35,0.27,0.34
1182,63,0,0,County Commissioner District 3,Frederick R. Ehrlenbach,R,Southwest Harbor,Southwest Harbor,468,69,383,590,0.31,0.25,0.39
1183,63,0,0,County Commissioner District 3,Frederick R. Ehrlenbach,R,Swans Island,Swans Island,64,19,115,118,0.2,0.36,0.37
1184,63,0,0,County Commissioner District 3,Frederick R. Ehrlenbach,R,Tremont,Tremont,64,19,115,118,0.2,0.36,0.37
1185,63,0,0,County Commissioner District 3,Frederick R. Ehrlenbach,R,Trenton,Trenton,290,55,359,419,0.26,0.32,0.37
1225,25,0,0,State Hosue District 137,Laurie W Fogelman,D,Amherst,Amherst,52,9,73,66,0.26,0.37,0.33
1226,25,0,0,State Hosue District 137,Lawerence Lockman,R,Amherst,Amherst,52,9,73,66,0.26,0.37,0.33
1227,25,0,0,State Hosue District 137,Laurie W Fogelman,D,Aurora,Aurora,15,2,38,22,0.19,0.49,0.29
1228,25,0,0,State Hosue District 137,Lawerence Lockman,R,Aurora,Aurora,15,2,38,22,0.19,0.49,0.29
1229,25,0,0,State Hosue District 135,Brian Hubbell,D,Bar Harbor,Bar Harbor,1654,172,859,1420,0.4,0.21,0.35
1230,25,0,0,State Hosue District 135,Maurice Joseph Marshall,R,Bar Harbor,Bar Harbor,1654,172,859,1420,0.4,0.21,0.35
1231,25,0,0,State Hosue District 133,Ralph Chapman,D,Blue Hill,Blue Hill,902,81,624,676,0.4,0.27,0.3
1232,25,0,0,State Hosue District 133,Nancy Colwell,R,Blue Hill,Blue Hill,902,81,624,676,0.4,0.27,0.3
1233,25,0,0,State Hosue District 133,Ralph Chapman,D,Brooklin,Brooklin,257,45,191,248,0.35,0.26,0.33
1234,25,0,0,State Hosue District 133,Nancy Colwell,R,Brooklin,Brooklin,257,45,191,248,0.35,0.26,0.33
1235,25,0,0,State Hosue District 133,Ralph Chapman,D,Brooksville,Brooksville,291,45,220,241,0.37,0.28,0.3
1236,25,0,0,State Hosue District 133,Nancy Colwell,R,Brooksville,Brooksville,291,45,220,241,0.37,0.28,0.3
1237,25,0,0,State Hosue District 130,John Wombacher,D,Bucksport,Bucksport,1047,71,1103,1531,0.28,0.29,0.41
1238,25,0,0,State Hosue District 130,Richard Campbell,R,Bucksport,Bucksport,1047,71,1103,1531,0.28,0.29,0.41
1239,25,0,0,State Hosue District 133,Ralph Chapman,D,Castine,Castine,307,48,316,375,0.29,0.3,0.36
1240,25,0,0,State Hosue District 133,Nancy Colwell,R,Castine,Castine,307,48,316,375,0.29,0.3,0.36
1241,25,0,0,State Hosue District 134,Walter Kumiega,D,Cranberry Isles,Cranberry Isles,70,5,42,77,0.36,0.22,0.4
1242,25,0,0,State Hosue District 131,Karl Ward,R,Dedham,Dedham,324,41,450,506,0.25,0.34,0.38
1243,25,0,0,State Hosue District 131,Dotty Caldwell,D,Dedham,Dedham,324,41,450,506,0.25,0.34,0.38
1244,25,0,0,State Hosue District 134,Walter Kumiega,D,Deer Isle,Deer Isle,574,62,416,644,0.34,0.25,0.38
1245,25,0,0,State Hosue District 137,Laurie W Fogelman,D,Eastbrook,Eastbrook,73,10,124,112,0.23,0.39,0.35
1246,25,0,0,State Hosue District 137,Lawerence Lockman,R,Eastbrook,Eastbrook,73,10,124,112,0.23,0.39,0.35
1247,25,0,0,State Hosue District 132,David Edsall,R,Ellsworth,Ellsworth,1377,196,2075,1840,0.25,0.38,0.34
1248,25,0,0,State Hosue District 132,Louie Luchini,D,Ellsworth,Ellsworth,1377,196,2075,1840,0.25,0.38,0.34
1249,25,0,0,State Hosue District 137,Laurie W Fogelman,D,Franklin,Franklin,249,49,375,340,0.25,0.37,0.34
1250,25,0,0,State Hosue District 137,Lawerence Lockman,R,Franklin,Franklin,249,49,375,340,0.25,0.37,0.34
1251,25,0,0,State Hosue District 134,Walter Kumiega,D,Frenchboro,Frenchboro,12,4,9,17,0.29,0.21,0.4
1252,25,0,0,State Hosue District 136,Richard Malaby,R,Gouldsboro,Gouldsboro,369,81,515,541,0.25,0.34,0.36
1253,25,0,0,State Hosue District 136,Mike Fisher,D,Gouldsboro,Gouldsboro,369,81,515,541,0.25,0.34,0.36
1254,25,0,0,State Hosue District 137,Laurie W Fogelman,D,Great Pond,Great Pond,9,0,16,14,0.23,0.41,0.36
1255,25,0,0,State Hosue District 137,Lawerence Lockman,R,Great Pond,Great Pond,9,0,16,14,0.23,0.41,0.36
1256,25,0,0,State Hosue District 136,Richard Malaby,R,Hancock,Hancock,407,62,676,582,0.24,0.39,0.34
1257,25,0,0,State Hosue District 136,Mike Fisher,D,Hancock,Hancock,407,62,676,582,0.24,0.39,0.34
1258,25,0,0,State Hosue District 135,Brian Hubbell,D,Lamoine,Lamoine,374,63,535,458,0.26,0.37,0.32
1259,25,0,0,State Hosue District 135,Maurice Joseph Marshall,R,Lamoine,Lamoine,374,63,535,458,0.26,0.37,0.32
1260,25,0,0,State Hosue District 136,Richard Malaby,R,Mariaville,Mariaville,76,18,113,148,0.21,0.32,0.42
1261,25,0,0,State Hosue District 136,Mike Fisher,D,Mariaville,Mariaville,76,18,113,148,0.21,0.32,0.42
1262,25,0,0,State Hosue District 135,Brian Hubbell,D,Mount Desert,Mount Desert,637,66,494,615,0.35,0.27,0.34
1263,25,0,0,State Hosue District 135,Maurice Joseph Marshall,R,Mount Desert,Mount Desert,637,66,494,615,0.35,0.27,0.34
1264,25,0,0,State Hosue District 131,Karl Ward,R,Orland,Orland,446,72,415,648,0.28,0.26,0.41
1265,25,0,0,State Hosue District 131,Dotty Caldwell,D,Orland,Orland,446,72,415,648,0.28,0.26,0.41
1266,25,0,0,State Hosue District 136,Richard Malaby,R,Osborn,Osborn,9,1,33,8,0.18,0.65,0.16
1267,25,0,0,State Hosue District 136,Mike Fisher,D,Osborn,Osborn,9,1,33,8,0.18,0.65,0.16
1268,25,0,0,State Hosue District 131,Karl Ward,R,Otis,Otis,131,29,218,193,0.23,0.38,0.34
1269,25,0,0,State Hosue District 131,Dotty Caldwell,D,Otis,Otis,131,29,218,193,0.23,0.38,0.34
1270,25,0,0,State Hosue District 131,Karl Ward,R,Penobscot,Penobscot,286,52,297,367,0.29,0.3,0.37
1271,25,0,0,State Hosue District 131,Dotty Caldwell,D,Penobscot,Penobscot,286,52,297,367,0.29,0.3,0.37
1272,25,0,0,State Hosue District 133,Ralph Chapman,D,Sedgwick,Sedgwick,342,57,238,336,0.35,0.24,0.35
1273,25,0,0,State Hosue District 133,Nancy Colwell,R,Sedgwick,Sedgwick,342,57,238,336,0.35,0.24,0.35
1274,25,0,0,State Hosue District 136,Richard Malaby,R,Sorrento,Sorrento,86,8,94,77,0.32,0.35,0.29
1275,25,0,0,State Hosue District 136,Mike Fisher,D,Sorrento,Sorrento,86,8,94,77,0.32,0.35,0.29
1276,25,0,0,State Hosue District 134,Walter Kumiega,D,Southwest Harbor,Southwest Harbor,468,69,383,590,0.31,0.25,0.39
1277,25,0,0,State Hosue District 134,Walter Kumiega,D,Stonington,Stonington,285,37,169,410,0.32,0.19,0.46
1278,25,0,0,State Hosue District 136,Richard Malaby,R,Sullivan,Sullivan,208,56,258,349,0.24,0.3,0.4
1279,25,0,0,State Hosue District 136,Mike Fisher,D,Sullivan,Sullivan,208,56,258,349,0.24,0.3,0.4
1280,25,0,0,State Hosue District 133,Ralph Chapman,D,Surry,Surry,378,64,433,368,0.3,0.35,0.3
1281,25,0,0,State Hosue District 133,Nancy Colwell,R,Surry,Surry,378,64,433,368,0.3,0.35,0.3
1282,25,0,0,State Hosue District 134,Walter Kumiega,D,Swans Island,Swans Island,64,19,115,118,0.2,0.36,0.37
1283,25,0,0,State Hosue District 134,Walter Kumiega,D,Tremont,Tremont,64,19,115,118,0.2,0.36,0.37
1284,25,0,0,State Hosue District 132,David Edsall,R,Trenton,Trenton,290,55,359,419,0.26,0.32,0.37
1285,25,0,0,State Hosue District 132,Louie Luchini,D,Trenton,Trenton,290,55,359,419,0.26,0.32,0.37
1286,25,0,0,State Hosue District 131,Karl Ward,R,Verona Island,Verona Island,136,14,141,134,0.32,0.33,0.32
1287,25,0,0,State Hosue District 131,Dotty Caldwell,D,Verona Island,Verona Island,136,14,141,134,0.32,0.33,0.32
1288,25,0,0,State Hosue District 136,Richard Malaby,R,Waltham,Waltham,45,7,139,71,0.17,0.53,0.27
1289,25,0,0,State Hosue District 136,Mike Fisher,D,Waltham,Waltham,45,7,139,71,0.17,0.53,0.27
1290,25,0,0,State Hosue District 136,Richard Malaby,R,Winter Harbor,Winter Harbor,96,14,171,149,0.22,0.4,0.35
1291,25,0,0,State Hosue District 136,Mike Fisher,D,Winter Harbor,Winter Harbor,96,14,171,149,0.22,0.4,0.35
1292,23,0,0,State Senate District 8,Kimberley C. Rosen,R,Penobscot,Penobscot,286,52,297,367,0.29,0.3,0.37
1293,201,0,0,Ellsworth City Council,Marc Blanchette,,Ellsworth,Ellsworth,1377,196,2075,1840,0.25,0.38,0.34
1294,201,0,0,Ellsworth City Council,Gary Fortier,,Ellsworth,Ellsworth,1377,196,2075,1840,0.25,0.38,0.34
1295,201,0,0,Ellsworth City Council,Dawn Hudson,,Ellsworth,Ellsworth,1377,196,2075,1840,0.25,0.38,0.34
1296,201,0,0,Ellsworth City Council,John Linnehan,,Ellsworth,Ellsworth,1377,196,2075,1840,0.25,0.38,0.34
1297,202,0,0,Library Trustee,Anne Lusby,,Ellsworth,Ellsworth,1377,196,2075,1840,0.25,0.38,0.34
1298,203,0,0,Ellsworth School Board,Joanne Avery,,Ellsworth,Ellsworth,1377,196,2075,1840,0.25,0.38,0.34
1299,203,0,0,Ellsworth School Board,Paul Markosian,,Ellsworth,Ellsworth,1377,196,2075,1840,0.25,0.38,0.34
1300,204,0,0,"Selectman, Assessor and Overseer of the Poor",Peter Vogell,,Castine,Castine,307,48,316,375,0.29,0.3,0.36
1301,205,0,0,Castine School Committee,Alyssa Radcliff,,Castine,Castine,307,48,316,375,0.29,0.3,0.36
1302,206,0,0,Library Trustee,Wendy Knick,,Castine,Castine,307,48,316,375,0.29,0.3,0.36
1303,207,0,0,Bucksport Town Council,Robert Carmichael,,Bucksport,Bucksport,1047,71,1103,1531,0.28,0.29,0.41
1304,207,0,0,Bucksport Town Council,David Keene,,Bucksport,Bucksport,1047,71,1103,1531,0.28,0.29,0.41
1305,207,0,0,Bucksport Town Council,James Morrison,,Bucksport,Bucksport,1047,71,1103,1531,0.28,0.29,0.41
1306,208,0,0,RSU 25 School Committee,Peter Clair,,Bucksport,Bucksport,1047,71,1103,1531,0.28,0.29,0.41
1307,110,0,0,Question 1: Marijuana Legalization,No,,Franklin,Franklin,249,49,375,340,0.25,0.37,0.34
1308,111,0,0,Question 2: Education Tax,No,,Franklin,Franklin,249,49,375,340,0.25,0.37,0.34
1309,112,0,0,Question 3: Universal Background Checks,No,,Franklin,Franklin,249,49,375,340,0.25,0.37,0.34
1310,113,0,0,Question 4: Minimum Wage Increase,No,,Franklin,Franklin,249,49,375,340,0.25,0.37,0.34
1311,114,0,0,Question 5: Ranked-Choice Voting,No,,Franklin,Franklin,249,49,375,340,0.25,0.37,0.34
1312,115,0,0,Question 6: Transportation Bond,No,,Franklin,Franklin,249,49,375,340,0.25,0.37,0.34
1313,110,0,0,Question 1: Marijuana Legalization,No,,Frenchboro,Frenchboro,12,4,9,17,0.29,0.21,0.4
1314,111,0,0,Question 2: Education Tax,No,,Frenchboro,Frenchboro,12,4,9,17,0.29,0.21,0.4
1315,112,0,0,Question 3: Universal Background Checks,No,,Frenchboro,Frenchboro,12,4,9,17,0.29,0.21,0.4
1316,113,0,0,Question 4: Minimum Wage Increase,No,,Frenchboro,Frenchboro,12,4,9,17,0.29,0.21,0.4
1317,114,0,0,Question 5: Ranked-Choice Voting,No,,Frenchboro,Frenchboro,12,4,9,17,0.29,0.21,0.4
1318,115,0,0,Question 6: Transportation Bond,No,,Frenchboro,Frenchboro,12,4,9,17,0.29,0.21,0.4
